doc_id,req_i_idx,req_j_idx,req_i,req_j,cosine_sim,final_verdict,conflict_type,notes
2009 - peppol,120,300,• The transport of a VCD package MUST be initiated by the economic operator.,especially to maintain and sustain a pre-VCD mapping tool in long term and  therewith to ensure (re-)liable functions) The dedicated governing model should have the necessary  status and power to gove,0.511,,,
2009 - peppol,90,214,• The evidence submitted to the VCD system MUST correspond to the mapping information  suggested by the VCD system (o r the pre-VCD mapping tool).,Any national pilot solution that will be developed using resources of  PEPPOL must use the pre-VCD mapping tool in  order to achieve the desired objectives.,0.648,,,
2009 - peppol,147,181,• The VCD system MUST provide a functionality to validate the provided context specific data  during the submission process of context specific data to ensure the data is consistent with the  VCD adva,• The VCD system MUST ensure that a contracting authority is able to request attestations via the  provided reference (including time-restrictions).,0.63,,,
2009 - peppol,5,68,In the same way the VCD as an implemented IT sy stem will enable contract ing authorities or their  eTendering systems to interpret and accept the documentation submitted by the economic  operator.,Requirements: VCD account management   • An officer has to create a VCD account for the economic operator.,0.508,,,
2009 - peppol,6,200,"For all parties (economic operator, intermediary, contracting authority, issuing bodies) it will be of  high importance that the VCD Servic e Providers are trustworthy; this implies that the services ","In order to avoid the  necessity to establish a connectivity matrix from all contracting authorit ies to all attestation providers,  the national VCD service provider has to act as a proxy.",0.568,,,
2009 - peppol,82,227,Requirements: Arrangement of VCD instance  • The VCD system MUST have an interface to receive and process the information (mapping of  evidence) provided by the pre-VCD mapping tool.,A VCD than will have to consider several standards and  methodologies that relate to record management  and metadata development.,0.621,,,
2009 - peppol,54,165,Furthermore the VCD package needs to  provide the ability to be human readable thus a VCD vi ewing system is introduced in this stage too.,Requirements: Advanced VCD creation service  • A VCD system MUST provide a user-interface to the economic operator to initiate the creation of a  VCD advanced package.,0.602,,,
2009 - peppol,120,142,• The transport of a VCD package MUST be initiated by the economic operator.,Requirements: context specific data  • A VCD system MUST provide functionality to collect and process context specific data for  evidence that has to be provided manually or semi-automatically by the ,0.53,,,
2009 - peppol,104,143,Quality attributes of VCD system  • VCD system MUST be operated by at l east one national VCD service provider  • The VCD system MUST have the status of a trusted system.,• A VCD system MUST provide functionality to collect and process context specific data for  evidence that has to be provided automatically by the issuing body.,0.593,,,
2009 - peppol,31,33,• Legitimacy of standard mapping template MUST be ensured.,"For that  purpose, a basic infrastructure or system archit ecture or a mapping facility has to be defined.",0.504,,,
2009 - peppol,152,182,• The rule set derived from legal requirements concerning subcontracting and other consortium  constellations MUST be defined  • A functionality to display context specific data SHOULD/MUST be include,"• The functionality for referencing to attestations  within the VCD MUST be implemented, either  VCD-specific or contracting au thority-specific, in order to approve whether the contracting  authority",0.59,,,
2009 - peppol,69,79,• Sensitive economic operator data MUST be placed to a VCD account by an officer.,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  • The VCD system MUST provide an interface where the economic operator can provide non- sensitive economic operator data.",0.656,,,
2009 - peppol,119,165,"Quality attributes of VCD transportation system  • Both parties involved, contracting authorities and economic operators, MUST have an electronic  address for receiving/se nding VCD packages.",Requirements: Advanced VCD creation service  • A VCD system MUST provide a user-interface to the economic operator to initiate the creation of a  VCD advanced package.,0.655,,,
2009 - peppol,127,183,• A VCD will carry a unique identifier and information about security and quality enhancing policies  used by the certified VCD Servic e Provider when compiling the file.,• VCD-specific or contracting author ity-specific reference to attestations MUST be stored within the  VCD system (processing instructions).,0.667,,,
2009 - peppol,142,179,Requirements: context specific data  • A VCD system MUST provide functionality to collect and process context specific data for  evidence that has to be provided manually or semi-automatically by the ,• The VCD system MUST provide a functionality that enables National VCD Service Providers to  store attestations.,0.668,,,
2009 - peppol,155,309,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  • Evidences that have a simple structure and limited variety of contents MUST be included into the  common standard schema fi","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  In such cases, every partner in  the collaboration needs to be ad dressable so electronic documents  can be exchanged from en",0.665,,,
2009 - peppol,147,172,• The VCD system MUST provide a functionality to validate the provided context specific data  during the submission process of context specific data to ensure the data is consistent with the  VCD adva,• A VCD system MUST provide a user-interface to the economic operator for uploading an existing  VCD package  • A VCD system MUST provide a functio nality to decompose an existing VCD package  • A VCD,0.732,,,
2009 - peppol,170,175,The types of data which have to be compiled into a VCD advanced package are  therefore:  - Structural VCD package data  - Structural data of evidence  - Tender specific data  - Economic operator data ,"In  order to ensure the level of completeness, the VCD network package needs to be extended stepwise  by including evidences which ar e sufficiently described through agreed and standardised context- ",0.655,,,
2009 - peppol,273,319,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirements  The legal regulation applicable for the European Service Provider MUST be defined.","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirement  It MUST be possible to apply the validation service provided by WP1 to a VCD in order to enable  economic operat",0.712,,,
2009 - peppol,96,221,- The VCD package MUST provide a functionality to add tender-specific data to the VCD package  and VCD system (e.g.,Requirement  Any VCD system must have an interface to provide tender-specific data and (in particular the relevant  criteria subset) in order to perform the mapping.,0.732,,,
2009 - peppol,103,120,• The VCD system MUST provide interfaces to  deliver the VCD to the economic operator.,• The transport of a VCD package MUST be initiated by the economic operator.,0.796,,,
2009 - peppol,9,350,In the long-run the VCD should be able to adequately fulfil the contracting  authorities’ need to prove suitability and non-exclusi on of economic operators according to certain  criteria while reduci,In the long-run the VCD should be able to adequately fulfil the  contracting authorities’ need to proof conformance to certain criteria for qualitative selection and  exclusion while reducing the burd,0.895,,,
2009 - peppol,274,277,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  A suitable way to establish the relevant regulation for the European Service Provider MUST b,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  The legal regulation applicable for the National Service Provider MUST be defined.,0.947,,,
2010 - mashboot,40,43,A member should be able to delete a campaign 27.,A member should be able to delete existing content from supported services 30.,0.644,,,
2010 - mashboot,15,20,A user should be able to register a new account 2.,A user's email should be veried when registering a new account.,0.691,,,
2010 - mashboot,30,36,An admin should be able to delete any campaign 13 17.,A member should be able to delete individual campaign elements 23.,0.802,,,
2010 - mashboot,4,5,Authentication Mashbot will allow the use of external authentication modules for user login.,Mashbot will also provide an internal authentication mechanism in case an external module is unavailable.,0.826,,,
2010 - split merge,28,29, Default environment: The user selects a previously saved environment file that  will be automatically loaded at start up., Default working directory: The directory where the documents will be saved and  loaded by default.,0.589,,,
2010 - split merge,4,6,− Split odd pages : the input file will be split at every odd page.,− Split at this size : the input file will be split in files of the given size (roughly) .,0.684,,,
2010 - split merge,11,12,"[FILENUMBER13] will  generate prefi xes like '13', '14'...) .","[FILENUMBER###13] will generate prefixes like '013', '014'...).",0.757,,,
2010 - split merge,2,3,− Split every “n” pages : the input file will be split every “ n” pages.,− Split even pages : the input file will be split at every even page.,0.84,,,
2010 - split merge,8,24, Output options : Here the user can define a pattern that will generate filenames  for the output files., Output options: Here the user can define a pattern that will generate filenames for the output files.,1.0,,,
