doc_id,req_i_idx,req_j_idx,req_i,req_j,cosine_sim,final_verdict,conflict_type,notes
2005 - pontis,211,212,"•  •  •  • Pontis 5.0  Release:  This versio n of Ponti s will inco rporate the core   functionalit y of the  software, as w ell as the  functionality of the I nspection  module, and it will be availa","Pontis 5.1 Release:  This version of the soft ware will  incorpo rate the  functionalit y of the Project Planni ng and Gateway modules, and it will be   available no later than  March 2008.",0.655,NO,NONE,Confidence: 1.00 | Requirement A specifies the scope for 'Pontis 5.0 Release' (core functionality + Inspection module).
2005 - pontis,8,104,Pontis 5.0    Functional Requirements Specification v1 .0  Pontis 5.0 must address this objective e xplicitly and m ust be sign ificantly   improved o ver current version(s).,4-7  Pontis 5.0    Functional Requirements Specification v1 .0  10.4 The user shall be ab le to select the stru ctural elements to be included in the  simulation.,0.77,NO,NONE,Confidence: 1.00 | Requirement A is a high-level objective stating that Pontis 5.0 must be significantly improved. Requ
2005 - pontis,8,178,Pontis 5.0    Functional Requirements Specification v1 .0  Pontis 5.0 must address this objective e xplicitly and m ust be sign ificantly   improved o ver current version(s).,"4-13  Pontis 5.0    Functional Requirements Specification v1 .0  24.4 The system  shall provide a fixed set of  predefined, secure d, administration  reports to document users, user  roles, app licati",0.832,NO,NONE,"Confidence: 0.95 | Requirement A is a high-level, overarching objective stating that Pontis 5.0 must address an objecti"
2005 - pontis,28,40,The query will be ver ified by the applic ation and SQL errors will be re ported  to the user for co rrectio n.,The query will be ver ified by the applic ation and SQL errors will be re ported  to the user for co rrectio n.,1.0,YES,OVERLAP,Confidence: 1.00 | Both Requirement A and Requirement B are semantically identical. They describe the exact same functi
2006 - eirene sys 15,61,163,"(I)  5.3 Driver call-related functions  Call controller  5.3.1 Upon an appropriate MMI action, the radio shall initiate a call to the appropriate  controller with ‘Railway operation’ priority (see sec",(M)  7.3 Operational radio functions  Switch radio on  7.3.1 Automatic self-testing of the radio shall use the GSM IMSI attach procedure.,0.521,NO,NONE,Confidence: 1.00 | Requirement A describes the functionality for a radio to initiate a call to a controller with a spec
2006 - eirene sys 15,118,120,(M)  Automatic network selection  5.6.5i The Cab radio should be capable of selecting the most appropriate mobile radio  network automatically using the selection criteria stated in section 10.5.,"(M)  5.6.5iii Whilst automatic network selection is enabled, the MMI shall display an indication.",0.637,NO,NONE,Confidence: 1.00 | Requirement A specifies the core functionality of the Cab radio: automatic network selection. Requir
2006 - eirene sys 15,226,234,The Location Number shall  consist of 5 digits and shall be assigned on a national basis.,Each Service Area shall be allocated on a national basis.,0.536,NO,NONE,"Confidence: 1.00 | Requirement A defines properties for a 'Location Number' (5 digits, assigned nationally). Requiremen"
2006 - eirene sys 15,142,324,"(M)  Testing procedures  5.7.22 The Cab radio shall pass electrical tests as defined in [IEC 571 parts 1, 2 and 3].",(M)  13.5.6 The user information contained in the confirmation message shall be: (M)  - Cab radio: the engine number or train number (if registered);  - other mobiles: the user’s functional number (if,0.502,NO,NONE,Confidence: 1.00 | Requirement A specifies that the Cab radio must pass certain electrical tests according to IEC stand
2006 - eirene sys 15,91,118,5.5.3 The Cab radio system shall provide a means for the driver to terminate established  calls which he is authorised to terminate.,(M)  Automatic network selection  5.6.5i The Cab radio should be capable of selecting the most appropriate mobile radio  network automatically using the selection criteria stated in section 10.5.,0.507,NO,NONE,Confidence: 1.00 | Requirement A describes the ability for a driver to terminate established calls. Requirement B descr
2006 - eirene sys 15,101,107,(M)  5.5.15 Dial access shall be provided to initiate the following calls: (M)    Destination Call type eMLPP priority  designation Additional  information  Calls to other users Point-to-point/  VGCS/,(M)  Conversation  5.5.22 Once a call has been established the connected parties shall be able to communicate.,0.56,NO,NONE,Confidence: 1.00 | Requirement A specifies the provision of dial access to initiate calls. Requirement B specifies the 
2006 - eirene sys 15,92,354,(M)  Initiating a call  5.5.4 It shall be possible to initiate outgoing voice calls in one of four ways depending on the  intended recipient(s) of the call: (M)  - Emergency access: Capable of rapid a,(M)  15.2.7 Voice transmission from direct mode equipment shall be possible only when the Push- To-Talk (PTT) button is pressed.,0.504,NO,NONE,Confidence: 1.00 | Requirement A describes the methods for initiating outgoing voice calls. Requirement B describes a s
2006 - eirene sys 15,210,243,(M)  9.4.3 Access from the GSM-R network to external networks shall be as detailed in section  9.10.,"(M)      Figure 9-3: Number structure of MSISDN number  9.7.3 Within each GSM-R network, the following relationships between the MSISDN  Subscriber Number and the National EIRENE Number can be identif",0.521,NO,NONE,"Confidence: 1.00 | Requirement A specifies how access from the GSM-R network to external networks is to be handled, by "
2006 - eirene sys 15,81,244,"(M)  5.4.4 Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine  or Coach number with which it is associated.",(O)  9.7.4 It shall be possible for authorised subscribers of fixed and mobile networks to call  mobiles using the appropriate MSISDN number.,0.63,YES,OVERLAP,Confidence: 0.90 | Both requirements describe the core functionality of calling a mobile device using its MSISDN number
2006 - eirene sys 15,167,176,"(M)  7.3.5 Once an appropriate number has been obtained, the radio shall initiate a call to this  number with ‘Railway operation’ priority (see section 10.2).",(M)  Physical conditions  7.5.4 The Operational radio shall conform to IP 54 [IEC 529/EN 60529] as a minimum.,0.516,NO,NONE,Confidence: 1.00 | Requirement A specifies a functional behavior of the radio related to call initiation and priority. 
2006 - eirene sys 15,312,331,(M)  13.4 Receipt of Railway emergency calls  13.4.1 Each mobile shall store a list of emergency Group IDs in the SIM appropriate to its  function (the Cab radio will store Group ID 299 and 599 - see ,"(M)  14.2.2 If a shunting group ID is activated, the operational radio shall proceed to re-establish  the group call.",0.518,NO,NONE,"Confidence: 1.00 | Requirement A specifies that a mobile radio (specifically, a Cab radio) must store a list of emergen"
2006 - eirene sys 15,309,320,(M)  13.2.3 It shall be possible to configure Railway emergency group call areas to contain  combinations of cells controlled by one or more MSC(s) within one or more network(s).,(M)  13.5.3 Confirmation of Railway emergency calls shall be implemented using the User to User  Signalling supplementary service (UUS1).,0.588,NO,NONE,Confidence: 1.00 | Requirement A describes the capability to configure 'Railway emergency group call areas' across mult
2006 - eirene sys 15,48,133,4.5.18 EIRENE mobile equipment shall be capable of being subjected to both sinusoidal and  random vibration.,5.7.12 Any equipment mounted external to the train cab shall withstand the following  maximum levels of sinusoidal vibration: (M)  - frequency range: 5-1000 Hz;  - peak-to-peak amplitude: 5mm;  - acce,0.618,NO,NONE,Confidence: 0.95 | Requirement A states that EIRENE mobile equipment must be capable of being subjected to both sinusoi
2006 - eirene sys 15,164,170,"(M)  7.3.2 Upon switch on, once the radio is connected to a mobile network, it shall be able to  receive all calls made using the MSISDN or appropriate group call number.","(M)  7.3.7 The calling user’s functional number, if there is one, shall be passed to the network  using UUS1.",0.539,NO,NONE,Confidence: 1.00 | Requirement A describes the ability of a radio to receive calls. Requirement B describes a signaling
2006 - eirene sys 15,74,281,(M) Start  Lead driver  initiates one-to- one call to  assisting driver  Lead driver  places one-to- one call on hold  Lead driver  initiates next  one-to-one call  Lead driver  requests multi- party ,This shall result in the following sequence of actions being performed by the user’s  Cab radio (see 11.3.7 for details of message structure): (M)  1.,0.523,NO,NONE,Confidence: 0.90 | Requirement A describes a sequence of actions performed by a 'Lead driver' related to initiating and
2006 - eirene sys 15,73,242,A GSM point-to-point voice call at ‘Railway operation’ priority  (see section 10.2) shall then be initiated.,(M)  9.7.2 The structure of the MSISDN numbers shall comply with GSM Technical Specification  [GSM 03.03].,0.523,NO,NONE,Confidence: 1.00 | Requirement A specifies the initiation of a specific type of GSM call. Requirement B specifies that 
2006 - eirene sys 15,63,83,"(M)  Call other drivers in the area  5.3.3 On receipt of a ‘Call other drivers in area’ request, the radio shall initiate a group call  using the ‘all trains’ group identification (see section 9) with","(I)  Register and deregister train number  5.4.7 Upon activation of the registration function, a USSD message (see section 11) shall be  sent by the Cab radio.",0.552,NO,NONE,Confidence: 1.00 | Requirement A specifies that the radio initiates a group call upon a 'Call other drivers in area' re
2006 - eirene sys 15,32,150,"(M)  4.4 Core MMI requirements  4.4.1 A service availability indication shall be provided to radio users, as defined in [EN 301  515, Index [26]].",(I)      Note: this figure only shows mandatory applications – for a full list see table 4-6  Figure 6-1: Logical General purpose radio architecture and interfaces  6.2.2 A standard data interface sha,0.517,NO,NONE,Confidence: 1.00 | Requirement A specifies a mandatory user-facing functionality: providing a service availability indi
2006 - eirene sys 15,38,55,(M)  Climatic conditions  4.5.8 EIRENE mobile equipment shall be capable of operating over a standard range of  temperatures from -20°C to +55°C.,"4.5.27 The transmission of EM radiation from all EIRENE mobile equipment shall comply  with the radio frequency transmission masks defined in [EN 301 515, Index [35]] for the  range of GSM frequencies",0.561,NO,NONE,Confidence: 1.00 | Requirement A defines the operational temperature range for EIRENE mobile equipment. Requirement B d
2006 - eirene sys 15,75,151,"(M)  Receive short (SMS) text messages  5.3.12 The Cab radio shall be able to receive, display and store incoming short (SMS) text  messages (see section 12).","(M)  6.2.3 The General purpose radio shall operate as a standard GSM terminal, supplying  mobile services as defined in section 4.",0.553,NO,NONE,Confidence: 0.90 | Requirement A specifies that the 'Cab radio' shall be able to receive SMS messages. Requirement B st
2006 - eirene sys 15,83,122,"(I)  Register and deregister train number  5.4.7 Upon activation of the registration function, a USSD message (see section 11) shall be  sent by the Cab radio.","(M)  PSA167D006-15   Page 65     5 Cab radio  5.7 Environmental and physical  5.7.1 Train-mounted equipment including the Cab radio terminal equipment, MMI and  antenna shall comply with all specifica",0.534,NO,NONE,Confidence: 1.00 | Requirement A describes a specific functional behavior of the Cab radio: sending a USSD message upon
2006 - eirene sys 15,97,296,(M)  Page 62  PSA167D006-15     5.5.11 Stored number access shall be provided to initiate the following calls: (M)    Destination Call type eMLPP priority  designation Additional  information  Calls t,"(M)  11.5.4 The user-to-user information element in the SETUP, ALERT or CONNECT messages,  as defined in [EN 301 515, Index [16]], shall be used to transfer the functional number of the  calling party",0.505,NO,NONE,Confidence: 1.00 | Requirement A describes the functionality of providing access to stored numbers for initiating calls
2006 - eirene sys 15,101,246,(M)  5.5.15 Dial access shall be provided to initiate the following calls: (M)    Destination Call type eMLPP priority  designation Additional  information  Calls to other users Point-to-point/  VGCS/,(M)  9.8.2 Each short dialling code shall consist of four digits.,0.531,NO,NONE,Confidence: 0.95 | Requirement A specifies that dial access shall be provided for initiating certain types of calls (e.
2006 - eirene sys 15,225,236,"The UIN field format for calls  to shunting teams and maintenance teams shall consist of a Location  Number (LN), which identifies the location where the called party is  registered, followed by a Fun",(See also subsection 9.9.)  The FC field format for group calls shall consist of three digits and be as  defined in table 9-8.,0.541,NO,NONE,Confidence: 1.00 | Requirement A defines the format for the 'UIN field' specifically for 'calls to shunting teams and m
2006 - eirene sys 15,165,271,(M) 7 Operational radio  Page 82  PSA167D006-15     Register and deregister functional number  7.3.3 It shall be possible to register and deregister a functional number by the user entering  his funct,"(I)  Functional number management  11.3.5 For communication over the (Um) air interface, the USSD messages and protocols as  specified in the GSM Follow-me service shall be used to manage the followin",0.628,NO,NONE,Confidence: 0.95 | Requirement A specifies that a user shall be able to register and deregister a functional number by 
2006 - eirene sys 15,127,173,Physical conditions  5.7.7 Measures should be taken to reduce the risk of theft of radio equipment.,(I)  7.5 Environmental and physical  7.5.1 The Operational radio shall comply with the basic standards defined for all EIRENE  mobile equipment in section 4.,0.549,NO,NONE,"Confidence: 0.95 | Requirement A focuses on the physical security aspect of radio equipment, specifically reducing the "
2006 - eirene sys 15,197,210,"(M) 9 Numbering plan  Page 88  PSA167D006-15       9.2.3 All Train Function Numbers and their associated MSISDN numbers shall be stored in  the same routing database, which is the database of the GSM-",(M)  9.4.3 Access from the GSM-R network to external networks shall be as detailed in section  9.10.,0.542,NO,NONE,Confidence: 1.00 | Requirement A specifies where 'Train Function Numbers and their associated MSISDN numbers' shall be 
2006 - eirene sys 15,86,110,(M)  Register and deregister stock number  5.4.10 This procedure shall take place at the installation of the Cab radio.,(M)  5.6 Other Cab radio functions  Handle incoming/outgoing calls to/from appropriate on-train users or devices  5.6.1 Incoming calls to the Cab radio shall be routed to the correct on-train user or ,0.507,NO,NONE,Confidence: 1.00 | Requirement A specifies an administrative procedure (registering/deregistering a stock number) tied 
2006 - eirene sys 15,138,179,(M)  5.7.17 The driver and other in-cab equipment shall be protected against all electrical hazards  arising from EIRENE mobile equipment as defined in [EN 50153].,Electrical  7.5.7 The Operational radio user shall be protected against all electrical hazards arising from  the mobile equipment as defined in [EN 50153].,0.69,YES,OVERLAP,Confidence: 0.90 | Both requirements specify the exact same core functionality: protection against all electrical hazar
2006 - eirene sys 15,51,52,"(M)  Electrical  4.5.21 For determining battery requirements, the transmit/receive duty cycles used shall be  as shown in table 4-7 for each call type.",(M)  Page 52  PSA167D006-15       Call type Transmit Receive   Point-to-point call 100% 100%   Group call 30% 100%   Broadcast call (originated) 100% 100%*   Broadcast call (receive) 0% 100%   * Becau,0.687,YES,CONTRADICTION,Confidence: 0.90 | Requirement A mandates that the transmit/receive duty cycles 'shall be as shown in table 4-7' for de
2006 - eirene sys 15,35,56,"(I)   4.5.2 All EIRENE mobile equipment shall comply with all environmental, EMC and physical  specifications defined in the GSM standard, especially with reference to [GSM  05.90 and  EN 301 515, Ind","(M)  4.5.28 Where the emission levels defined by [EN 301 515, Index [35]] exceed those stated in [ENV  50121 part 4], the GSM specification shall take precedence.",0.693,NO,NONE,"Confidence: 1.00 | Requirement A mandates compliance with the GSM standard, specifically referencing EN 301 515, for EI"
2006 - eirene sys 15,157,177,(M)  Physical conditions  6.4.3 SIM cards should be fixed into the radio to protect against accidental loss.,(M)  7.5.5 SIM cards shall be fixed into the radio such that they can only be removed by the use of  a tool.,0.793,YES,OVERLAP,Confidence: 0.90 | Both requirements address the functionality of fixing SIM cards into the radio. Requirement A states
2006 - eirene sys 15,136,137,5.7.15 The Cab radio equipment shall be capable of withstanding the following changes to the  main and backup power supplies without interrupting normal operation: (M)  - voltage fluctuations up to ±1,5.7.16 The Cab radio shall withstand the effects of power supply transients as defined in  [prEN 50155].,0.826,NO,NONE,"Confidence: 1.00 | Requirement A specifies the Cab radio's ability to withstand 'voltage fluctuations' up to ±1, which "
2006 - eirene sys 15,65,169,(M)  Send Railway emergency call   5.3.5 Activation of the ‘Railway emergency call’ function shall cause the radio to initiate a  Railway emergency call as defined in section 13.,(M)  Send/receive Railway emergency call  7.3.6 Activation of the ‘Railway emergency call’ function shall cause the radio to initiate a  Railway emergency call as defined in section 13.,0.967,YES,OVERLAP,"Confidence: 1.00 | Both requirements, A and B, contain identical functional statements: 'Activation of the ‘Railway eme"
2007 - puget sound,71,73,"If notifications are turned off, actors in the capacity of student should be able  to subscribe to notifications.","They should also be able to manage their  notification subscriptions (for example, remove themselves from notifications).",0.54,YES,OVERLAP,Confidence: 0.90 | Requirement A states that students should be able to 'subscribe to notifications'. Requirement B sta
2007 - puget sound,0,18,Specific Requirements  8  3.1 Multiple File Transfer  8  3.1.1  The system must allow for multiple file upload to be configured on a per -page basis.,3.1 Multiple File Transfer   The system must be able to capture and manage files where appropriate.,0.707,NO,NONE,Confidence: 0.95 | Requirement A specifies a particular mechanism: allowing multiple file uploads and configuring this 
2007 - puget sound,1,3,9  3.2 Audio Recording  9  3.2.1  The system must allow actors to organize their voice clips into a portfolio.,9  3.2.3  The system must store audio clips in a format conducive to speech.,0.758,NO,NONE,Confidence: 1.00 | Requirement A describes a user-facing functionality: the ability for actors to organize voice clips 
2007 - puget sound,41,42,Priority: 2     3.4.1 An actor must be able to search through pages in a course.,"Actor s should be able to search for pages at the course level, since most actors will be searching  for material in a given course.",0.841,YES,OVERLAP,Confidence: 1.00 | Both requirements describe the identical core functionality: actors searching for pages within the s
2007 - puget sound,3,31,9  3.2.3  The system must store audio clips in a format conducive to speech.,3.2.3 The system must store audio clips in a format conducive to speech.,0.924,YES,OVERLAP,Confidence: 1.00 | Both requirements are semantically and syntactically identical. Requirement A: 'The system must stor
2009 - peppol,124,179,• The transport of a VCD package MUST be secure.,• The VCD system MUST provide a functionality that enables National VCD Service Providers to  store attestations.,0.634,NO,NONE,Confidence: 1.00 | Requirement A specifies a non-functional requirement related to the security of VCD package transpor
2009 - peppol,99,333,- The VCD package MUST provide a functionality to add structural data of evidence to the VCD  package and VCD system (e.g.,"Based on the informat ion retrieved, the Austrian VCD implementation  will deliver a VCD package containi ng all the evidences that  are necessary to pr ove the selection and  qualification criteria r",0.59,NO,NONE,Confidence: 0.95 | Requirement A specifies a functionality to add structural data of evidence to the VCD package and VC
2009 - peppol,147,184,• The VCD system MUST provide a functionality to validate the provided context specific data  during the submission process of context specific data to ensure the data is consistent with the  VCD adva,Feature: Retrieving attestations on demand  • The VCD system MUST provide a functionally to check whether a contracting authority has  sufficient rights and has been mandated by the economic operator ,0.547,NO,NONE,Confidence: 1.00 | Requirement A describes the validation of context-specific data during its submission process to ens
2009 - peppol,83,125,• The VCD system MUST provide a functionality t hat suggests a possible compilation of the VCD to  the economic operator according to the tender-specific criteria.,• The transport of a VCD package MUST ensure that  the package has not been altered or modified  during transportation or validation.,0.546,NO,NONE,"Confidence: 1.00 | Requirement A describes a functionality for suggesting VCD compilation based on criteria, which is a"
2009 - peppol,93,180,• The VCD system MUST provide and interface where the economic operator can initiate the  compilation process.,• A functionality for referencing to attestations  MUST be implemented within the VCD system.,0.561,NO,NONE,Confidence: 1.00 | Requirement A specifies an interface for initiating a 'compilation process'. Requirement B specifies
2009 - peppol,171,189,Requirements: VCD re-compilation service  • A VCD system MUST provide a user-interface to the economic operator to initiate the re- compilation of an existing VCD pack age into a VCD advanced package.,Quality attributes of VCD networked package  • There MUST be an access policy that is issued by the economic operator that mandates a  contracting authority to request attestation fr om the national V,0.572,NO,NONE,Confidence: 1.00 | Requirement A describes a specific functional capability: a user interface for an economic operator 
2009 - peppol,126,180,• Non-repudiation of origin of a VCD package MUST be supported.,• A functionality for referencing to attestations  MUST be implemented within the VCD system.,0.562,NO,NONE,Confidence: 0.95 | Requirement A specifies a security property: non-repudiation of origin for VCD packages. This means 
2009 - peppol,5,9,In the same way the VCD as an implemented IT sy stem will enable contract ing authorities or their  eTendering systems to interpret and accept the documentation submitted by the economic  operator.,In the long-run the VCD should be able to adequately fulfil the contracting  authorities’ need to prove suitability and non-exclusi on of economic operators according to certain  criteria while reduci,0.527,NO,NONE,Confidence: 0.95 | Requirement A describes the VCD's capability to interpret and accept documentation from economic ope
2009 - peppol,167,175,"• A VCD system MUST provide a functionality to ch eck, whether the structur al VCD package data of  existing VCD packages of other economic opera tors are consistent with the VCD advanced  package sch","In  order to ensure the level of completeness, the VCD network package needs to be extended stepwise  by including evidences which ar e sufficiently described through agreed and standardised context- ",0.589,NO,NONE,Confidence: 1.00 | Requirement A describes the functionality to check the consistency of external VCD package data agai
2009 - peppol,89,206,• The VCD system MUST have an interface to s ubmit/upload evidence that have to be provided  manually by the economic operator.,A key issue for  example is the pre-VCD mapping tool and it should be integrated into any national solutions either as  a module or as interface to query results for the mapping of evidences among mem,0.505,NO,NONE,Confidence: 0.90 | Requirement A specifies an interface for manual submission of evidence *into* the VCD system. Requir
2009 - peppol,63,245,There needs to be a specific registration  procedure where an economic operator provides eco nomic operator data to t he VCD service provider  in order to create an account.,Requirement   Any VCD system SHOULD provide the opportunity to the economic operator to produce a complete  VCD even if there are several issuin g services that are not  under control of a nati onal s,0.576,NO,NONE,Confidence: 1.00 | Requirement A describes a registration process for an economic operator to create an account. Requir
2009 - peppol,60,114,The transportation system of  WP8 used by the VCD should be able to provide a po ssibility to send the VCD pa ckage directly to the  contracting authority either by utilizing the upload fu nctionality,Requirements: Exchange of VCD packages  • The VCD transportation system MUST provide a functionality that enables the economic operator  to find an electronic address of a contract ing authority for r,0.617,NO,NONE,Confidence: 0.90 | Requirement A specifies the capability to send a VCD package directly to a contracting authority usi
2009 - peppol,12,164,An  eTendering system and a contracting authority must be able to interpret a VCD package assembled by  a VCD application regardless of the implementat ion stage of the VCD app lication and the eTende,2.4.3.2 Advanced VCD creation service  The VCD creation service of stage 2 VCD simple package has to be improved in order to include the  functionalities for considering context specific data and VCD ,0.544,NO,NONE,Confidence: 1.00 | Requirement A specifies that eTendering systems and contracting authorities must be able to interpre
2009 - peppol,79,114,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  • The VCD system MUST provide an interface where the economic operator can provide non- sensitive economic operator data.",Requirements: Exchange of VCD packages  • The VCD transportation system MUST provide a functionality that enables the economic operator  to find an electronic address of a contract ing authority for r,0.611,NO,NONE,Confidence: 0.95 | Requirement A describes a functionality for the economic operator to *provide* non-sensitive data to
2009 - peppol,11,111,The VCD specification must be generically and  semantically extensible in order to reach a sustain able and fully-fledged solution in the final stage.,• The evidence submitted to the VCD system MUST  be eligible for the requirements mentioned by  §§45– 46 of European Directive 2004/18/EC.,0.527,NO,NONE,"Confidence: 1.00 | Requirement A specifies a quality attribute for the *VCD specification* itself, requiring it to be g"
2009 - peppol,87,257,• The VCD system MUST have an interface/technical access to retrieve attestations that can be  automatically retrieved from issuing bodies.,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,0.518,NO,NONE,Confidence: 1.00 | Requirement A describes the VCD system's capability to automatically retrieve attestations from issu
2009 - peppol,54,126,Furthermore the VCD package needs to  provide the ability to be human readable thus a VCD vi ewing system is introduced in this stage too.,• Non-repudiation of origin of a VCD package MUST be supported.,0.588,NO,NONE,Confidence: 1.00 | Requirement A specifies that a VCD package must be human-readable and requires a viewing system. Thi
2009 - peppol,124,128,• The transport of a VCD package MUST be secure.,Requirements: Authentication to VCD viewing system  • The VCD viewing system MUST provide a functionality to authenticate contracting authorities to  view the data contained within a VCD package.,0.63,NO,NONE,"Confidence: 1.00 | Requirement A focuses on the security of the VCD package during its *transport* (e.g., encryption in"
2009 - peppol,3,144,"The VCD will support any authorised entities (economic operator, intermediary, contracting  authority or IT service such as an eTendering system) in creating an electronic information  package consist",• A VCD system MUST provide IT-interfaces to is suing bodies which provide evidences in machine  interpretable format.,0.568,NO,NONE,Confidence: 1.00 | Requirement A describes the VCD's capability to support authorized entities in *creating* an electro
2009 - peppol,78,146,• The VCD system MUST provide a functionality to check through identity and access management  whether an economic operator has sufficient user rights to access his account.,• A VCD system MUST provide a user interface to the issuing body to provide context specific data  for an evidence in a structured form (e.g.,0.591,NO,NONE,Confidence: 1.00 | Requirement A describes the necessity for the VCD system to perform identity and access management c
2009 - peppol,95,240,- The VCD package MUST provide a functionality to  add structural VCD package data to the VCD  package and VCD system (e.g.,Requirement  Any VCD instance MUST be specific with regards to a certain economic operator.,0.545,NO,NONE,Confidence: 1.00 | Requirement A describes a functionality of the VCD package to add structural data. Requirement B des
2009 - peppol,3,200,"The VCD will support any authorised entities (economic operator, intermediary, contracting  authority or IT service such as an eTendering system) in creating an electronic information  package consist","In order to avoid the  necessity to establish a connectivity matrix from all contracting authorit ies to all attestation providers,  the national VCD service provider has to act as a proxy.",0.519,NO,NONE,Confidence: 1.00 | Requirement A describes the core functionality of the VCD system: enabling authorised entities to cr
2009 - peppol,130,169,• The VCD viewing system MUST display stru ctural VCD package data contained in the VCD  package   • The VCD viewing system MUST display tender -specific data contained in the VCD package   • The VCD ,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  • A VCD system MUST provide functionality to co mpile the data which result from the evidence  collection process and the dat",0.595,NO,NONE,Confidence: 0.90 | Requirement A focuses on the 'VCD viewing system's' capability to *display* specific types of data (
2009 - peppol,167,169,"• A VCD system MUST provide a functionality to ch eck, whether the structur al VCD package data of  existing VCD packages of other economic opera tors are consistent with the VCD advanced  package sch","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  • A VCD system MUST provide functionality to co mpile the data which result from the evidence  collection process and the dat",0.633,NO,NONE,Confidence: 1.00 | Requirement A specifies a functionality to check the consistency of structural VCD package data from
2009 - peppol,85,126,• The VCD system MUST provide a functionality that  displays the attestati on services that cannot  be invoked automatically and that have to be manually added by the economic operator.,• Non-repudiation of origin of a VCD package MUST be supported.,0.556,NO,NONE,Confidence: 1.00 | Requirement A describes a specific functional requirement: displaying 'attestati on services' that a
2009 - peppol,154,162,• Context specific data MUST be machine interpretable      P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 51 of 127  Functional and non-functional requirem ents specif,• Representation of context specific data SH OULD be available in multiple languages  • Every pilot partner MUST follow the common standard  schema of context specific data by defining  a national ver,0.503,NO,NONE,Confidence: 1.00 | Requirement A states that context-specific data must be machine-interpretable. Requirement B has two
2009 - peppol,101,239,- The VCD package MUST provide a functionality to add translations to the VCD package and  VCD system (e.g.,The pre-VCD mapping tool therefore will provide sufficient sup port and has to be integrated into a VCD system.,0.501,NO,NONE,Confidence: 1.00 | Requirement A specifies that the VCD package must provide functionality to add translations. Require
2009 - peppol,165,314,Requirements: Advanced VCD creation service  • A VCD system MUST provide a user-interface to the economic operator to initiate the creation of a  VCD advanced package.,Requirement  The PEPPOL infrastructure MUST have the capability to submit a VCD to a contracting authority or  tendering platform.,0.606,NO,NONE,Confidence: 1.00 | Requirement A describes the necessity of a user interface for an economic operator to *initiate the 
2009 - peppol,120,296,• The transport of a VCD package MUST be initiated by the economic operator.,Thus  also the VCD should be able to be submitted thro ugh the PEPPOL infrastructure.,0.556,NO,NONE,Confidence: 0.95 | Requirement A specifies *who* must initiate the transport (the economic operator). Requirement B spe
2009 - peppol,142,185,Requirements: context specific data  • A VCD system MUST provide functionality to collect and process context specific data for  evidence that has to be provided manually or semi-automatically by the ,• The VCD system MUST provide a functionalit y and an interface that enables contracting  authorities to retrieve the attestation from the storage.,0.624,NO,NONE,Confidence: 0.95 | Requirement A specifies the functionality for collecting and processing 'context specific data for e
2009 - peppol,48,152,"2.2.3.12 Requirements regard ing a Pre-VCD mapping tool  Attention has to be paid to a number of requirement s such as reliability, accessibility, usability,  maintenance, authenticity, actualit y, co",• The rule set derived from legal requirements concerning subcontracting and other consortium  constellations MUST be defined  • A functionality to display context specific data SHOULD/MUST be include,0.589,NO,NONE,"Confidence: 1.00 | Requirement A specifies non-functional quality attributes (e.g., reliability, accessibility, usabili"
2009 - peppol,85,117,• The VCD system MUST provide a functionality that  displays the attestati on services that cannot  be invoked automatically and that have to be manually added by the economic operator.,• The VCD transportation system SHOULD provide a functionality that supports the economic  operator in submitting the VCD pa ckage to a contracting authorities’ procurement platform where  the tender/,0.535,NO,NONE,Confidence: 1.00 | Requirement A specifies a functionality for displaying certain 'attestati on services' to the econom
2009 - peppol,84,260,• The VCD system MUST provide a functionality where the economic operator can decide which  particular attestation services  should be invoked and collected.,Requirement  The VCD SHOULD support that economic operators fr om foreign member states may not be treated  harder than own member state’s economic operators.,0.545,NO,NONE,Confidence: 0.95 | Requirement A mandates that economic operators must be able to choose which attestation services to 
2009 - peppol,344,349,The VCD will provide the possibility to utilize evidences  used in one Member State and to submit them across borders to any European contracting authority.,Thus the VCD system will be primary a tool for the economic operator to arrange a VCD package  instance which is conform according to the require ments stated in particular call for tender which he  c,0.559,NO,NONE,Confidence: 0.95 | Requirement A describes a specific capability of the VCD system: enabling the utilization and cross-
2009 - peppol,59,117,An officer has to verify whether the provided data belongs to the  economic operator and has to assure its correctness because either the VCD packaging service would not work or would deliver incomple,• The VCD transportation system SHOULD provide a functionality that supports the economic  operator in submitting the VCD pa ckage to a contracting authorities’ procurement platform where  the tender/,0.532,NO,NONE,Confidence: 1.00 | Requirement A describes a data verification and assurance task performed by an officer concerning th
2009 - peppol,146,179,• A VCD system MUST provide a user interface to the issuing body to provide context specific data  for an evidence in a structured form (e.g.,• The VCD system MUST provide a functionality that enables National VCD Service Providers to  store attestations.,0.647,NO,NONE,Confidence: 1.00 | Requirement A specifies the provision of a user interface for an 'issuing body' to input 'context-sp
