doc_id,req_i_idx,req_j_idx,req_i,req_j,cosine_sim,annotator1_conflict,annotator2_conflict,conflict_type,notes
2009 - peppol,247,346,Measurement  Conceptual definition of placeholders with the VCD system and mapping  3.2.4.6 Semantics of evidence   Description The VCD system should provide a fu nctionality that allows issuing bodie,Structural data of evidence will provide  guidance for foreign contracting authorities to understand the evidences contained within a VCD and  they can trust that general informat ion since it is prov,0.502,,,,
2009 - peppol,247,352,Measurement  Conceptual definition of placeholders with the VCD system and mapping  3.2.4.6 Semantics of evidence   Description The VCD system should provide a fu nctionality that allows issuing bodie,"In this respect the VCD should support current practices in exchanging evidence in the  short-run and lead towards smooth, reliable and su stainable exchange of electronic evidence among  Member State",0.572,,,,
2009 - peppol,249,251,Measurement  Interface to upload evidence or to retrieve eviden ce contains possibility to  specify structural data  manually or automatically  3.2.4.7 Visualization of the VCD package  Description  A,Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,0.618,,,,
2009 - peppol,249,252,Measurement  Interface to upload evidence or to retrieve eviden ce contains possibility to  specify structural data  manually or automatically  3.2.4.7 Visualization of the VCD package  Description  A,Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,0.709,,,,
2009 - peppol,249,333,Measurement  Interface to upload evidence or to retrieve eviden ce contains possibility to  specify structural data  manually or automatically  3.2.4.7 Visualization of the VCD package  Description  A,"Based on the informat ion retrieved, the Austrian VCD implementation  will deliver a VCD package containi ng all the evidences that  are necessary to pr ove the selection and  qualification criteria r",0.553,,,,
2009 - peppol,249,341,Measurement  Interface to upload evidence or to retrieve eviden ce contains possibility to  specify structural data  manually or automatically  3.2.4.7 Visualization of the VCD package  Description  A,The VCD should encompass this change.,0.504,,,,
2009 - peppol,249,344,Measurement  Interface to upload evidence or to retrieve eviden ce contains possibility to  specify structural data  manually or automatically  3.2.4.7 Visualization of the VCD package  Description  A,The VCD will provide the possibility to utilize evidences  used in one Member State and to submit them across borders to any European contracting authority.,0.528,,,,
2009 - peppol,249,346,Measurement  Interface to upload evidence or to retrieve eviden ce contains possibility to  specify structural data  manually or automatically  3.2.4.7 Visualization of the VCD package  Description  A,Structural data of evidence will provide  guidance for foreign contracting authorities to understand the evidences contained within a VCD and  they can trust that general informat ion since it is prov,0.514,,,,
2009 - peppol,249,349,Measurement  Interface to upload evidence or to retrieve eviden ce contains possibility to  specify structural data  manually or automatically  3.2.4.7 Visualization of the VCD package  Description  A,Thus the VCD system will be primary a tool for the economic operator to arrange a VCD package  instance which is conform according to the require ments stated in particular call for tender which he  c,0.506,,,,
2009 - peppol,249,351,Measurement  Interface to upload evidence or to retrieve eviden ce contains possibility to  specify structural data  manually or automatically  3.2.4.7 Visualization of the VCD package  Description  A,The pre-VCD mappi ng tool in particular will ensu re transparency on cross border  tendering requirements and will give indications about mutual recognition of evi dences across borders.,0.528,,,,
2009 - peppol,250,251,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State  since Stage 1 is a precondi",Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,0.709,,,,
2009 - peppol,250,252,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State  since Stage 1 is a precondi",Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,0.508,,,,
2009 - peppol,250,273,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State  since Stage 1 is a precondi","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirements  The legal regulation applicable for the European Service Provider MUST be defined.",0.592,,,,
2009 - peppol,250,286,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State  since Stage 1 is a precondi","pan-European needs          2009-05-19, Version 1.0 – pending EC approval    Requirement  A process for document handling compliant with the relevant legal regulations MUST be defined  (especially wit",0.620,,,,
2009 - peppol,250,300,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State  since Stage 1 is a precondi",especially to maintain and sustain a pre-VCD mapping tool in long term and  therewith to ensure (re-)liable functions) The dedicated governing model should have the necessary  status and power to gove,0.569,,,,
2009 - peppol,250,309,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State  since Stage 1 is a precondi","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  In such cases, every partner in  the collaboration needs to be ad dressable so electronic documents  can be exchanged from en",0.518,,,,
2009 - peppol,250,319,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State  since Stage 1 is a precondi","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirement  It MUST be possible to apply the validation service provided by WP1 to a VCD in order to enable  economic operat",0.641,,,,
2009 - peppol,250,333,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State  since Stage 1 is a precondi","Based on the informat ion retrieved, the Austrian VCD implementation  will deliver a VCD package containi ng all the evidences that  are necessary to pr ove the selection and  qualification criteria r",0.507,,,,
2009 - peppol,250,334,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State  since Stage 1 is a precondi","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  With this design concept, the Austrian pilot will impl ement a complex rule set that reflects the legal  requirements regardi",0.514,,,,
2009 - peppol,250,335,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State  since Stage 1 is a precondi","This way, the Austrian VCD implementation will  ensure full pan-European interoperability and will lead  to a dynamic situation regarding the legal rule  set and its flexibility to adapt to legal and ",0.546,,,,
2009 - peppol,250,344,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State  since Stage 1 is a precondi",The VCD will provide the possibility to utilize evidences  used in one Member State and to submit them across borders to any European contracting authority.,0.511,,,,
2009 - peppol,251,252,Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,0.675,,,,
2009 - peppol,251,296,Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,Thus  also the VCD should be able to be submitted thro ugh the PEPPOL infrastructure.,0.510,,,,
2009 - peppol,251,300,Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,especially to maintain and sustain a pre-VCD mapping tool in long term and  therewith to ensure (re-)liable functions) The dedicated governing model should have the necessary  status and power to gove,0.599,,,,
2009 - peppol,251,332,Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,"The Austrian VCD system will give  a living proof of concept of complex pan-European constellations,  where interoperability is a key success factor for the whole VCD concept.",0.504,,,,
2009 - peppol,251,333,Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,"Based on the informat ion retrieved, the Austrian VCD implementation  will deliver a VCD package containi ng all the evidences that  are necessary to pr ove the selection and  qualification criteria r",0.563,,,,
2009 - peppol,251,341,Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,The VCD should encompass this change.,0.550,,,,
2009 - peppol,251,342,Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,The VCD shall ensure that a significant part of the public procurement processes can be made  through electronic cross-border transactions.,0.518,,,,
2009 - peppol,251,343,Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,Ther efore the national focus of a VCD needs to be  enhanced through a cross border perspe ctive.,0.555,,,,
2009 - peppol,251,344,Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,The VCD will provide the possibility to utilize evidences  used in one Member State and to submit them across borders to any European contracting authority.,0.506,,,,
2009 - peppol,251,349,Measurement  Pre-VCD mapping tool filled with national instances   Requirement  The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the  implementation of other servic,Thus the VCD system will be primary a tool for the economic operator to arrange a VCD package  instance which is conform according to the require ments stated in particular call for tender which he  c,0.570,,,,
2009 - peppol,252,257,Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,0.522,,,,
2009 - peppol,252,261,Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,0.626,,,,
2009 - peppol,252,281,Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,Requirement  It MUST be clarified which prospects and limitations exists within a Member State to separate a VCD  package from the tender itself.,0.532,,,,
2009 - peppol,252,297,Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,During transportation the int egrity of a VCD has to be ensured when for example  validating it.,0.507,,,,
2009 - peppol,252,300,Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,especially to maintain and sustain a pre-VCD mapping tool in long term and  therewith to ensure (re-)liable functions) The dedicated governing model should have the necessary  status and power to gove,0.538,,,,
2009 - peppol,252,333,Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,"Based on the informat ion retrieved, the Austrian VCD implementation  will deliver a VCD package containi ng all the evidences that  are necessary to pr ove the selection and  qualification criteria r",0.561,,,,
2009 - peppol,252,344,Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,The VCD will provide the possibility to utilize evidences  used in one Member State and to submit them across borders to any European contracting authority.,0.507,,,,
2009 - peppol,252,346,Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,Structural data of evidence will provide  guidance for foreign contracting authorities to understand the evidences contained within a VCD and  they can trust that general informat ion since it is prov,0.546,,,,
2009 - peppol,252,349,Measurement  Key concepts such as structural data of evidence applied to VCD package    Requirement Stage 3 (VCD advanced package) a nd stage 4 (VCD networked package)  introduce a set of optional  fu,Thus the VCD system will be primary a tool for the economic operator to arrange a VCD package  instance which is conform according to the require ments stated in particular call for tender which he  c,0.549,,,,
2009 - peppol,254,262,Requirement   If attestations are described sufficiently in multiple  lingual versions they SHOULD be included first to  stages 3 and 4.,Requirement  The provision of attestations that are available in  context-specific format s including multi-lingual  versions and their transformation into any target language has to guarantee similar,0.753,,,,
2009 - peppol,254,267,Requirement   If attestations are described sufficiently in multiple  lingual versions they SHOULD be included first to  stages 3 and 4.,The  working group has to provide a concept of how each  possible attestation has to be fulfilled (mapping of  evidences defined in the directive with national im plementation).,0.509,,,,
2009 - peppol,255,256,"As it is quite  complex to establish a common and unique classification scheme cross-border and cross-sector,  business document instances should be carry metadata about classification schemes they us","2009)  Requirement  Classification schemes for goods, services and co de lists SHOULD be publicly available and identified  in the document objects.",0.622,,,,
2009 - peppol,255,327,"As it is quite  complex to establish a common and unique classification scheme cross-border and cross-sector,  business document instances should be carry metadata about classification schemes they us","Requirement  It MUST be assured that business document instances are consistent and correct during  transportation, validation or transformation operations.",0.592,,,,
2009 - peppol,257,260,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,Requirement  The VCD SHOULD support that economic operators fr om foreign member states may not be treated  harder than own member state’s economic operators.,0.592,,,,
2009 - peppol,257,296,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,Thus  also the VCD should be able to be submitted thro ugh the PEPPOL infrastructure.,0.506,,,,
2009 - peppol,257,297,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,During transportation the int egrity of a VCD has to be ensured when for example  validating it.,0.559,,,,
2009 - peppol,257,331,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,ce rtification by auditing bodies of environmental  practices or equivalent documents)  The study may follow up with a “proposal for a t ool for a mutual information mechanism on the  electronic provi,0.511,,,,
2009 - peppol,257,333,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,"Based on the informat ion retrieved, the Austrian VCD implementation  will deliver a VCD package containi ng all the evidences that  are necessary to pr ove the selection and  qualification criteria r",0.565,,,,
2009 - peppol,257,335,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,"This way, the Austrian VCD implementation will  ensure full pan-European interoperability and will lead  to a dynamic situation regarding the legal rule  set and its flexibility to adapt to legal and ",0.513,,,,
2009 - peppol,257,342,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,The VCD shall ensure that a significant part of the public procurement processes can be made  through electronic cross-border transactions.,0.504,,,,
2009 - peppol,257,344,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,The VCD will provide the possibility to utilize evidences  used in one Member State and to submit them across borders to any European contracting authority.,0.646,,,,
2009 - peppol,257,345,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,Economic operators will be enabled to perform checks with regard to the existence and  validity of the requested evidences in the VCD pack age.,0.532,,,,
2009 - peppol,257,346,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,Structural data of evidence will provide  guidance for foreign contracting authorities to understand the evidences contained within a VCD and  they can trust that general informat ion since it is prov,0.506,,,,
2009 - peppol,257,349,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,Thus the VCD system will be primary a tool for the economic operator to arrange a VCD package  instance which is conform according to the require ments stated in particular call for tender which he  c,0.535,,,,
2009 - peppol,257,350,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,In the long-run the VCD should be able to adequately fulfil the  contracting authorities’ need to proof conformance to certain criteria for qualitative selection and  exclusion while reducing the burd,0.545,,,,
2009 - peppol,257,352,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,"In this respect the VCD should support current practices in exchanging evidence in the  short-run and lead towards smooth, reliable and su stainable exchange of electronic evidence among  Member State",0.550,,,,
2009 - peppol,258,265,The contracting authorities shall recognise equivalent certificates from bodies established in  other Member States.,Measurement  Definition of the legal basis   3.3.2.5 Scope of mutual recognition   Description Article 52(5) states “ that contracting authorities shall recogni se equivalent certificates from bodies ,0.687,,,,
2009 - peppol,258,271,The contracting authorities shall recognise equivalent certificates from bodies established in  other Member States.,Requirement  The legal foundation for exchanging validation values  SHOULD be given in the home Member States  in order to support mutual recognition across Member States.,0.504,,,,
2009 - peppol,258,331,The contracting authorities shall recognise equivalent certificates from bodies established in  other Member States.,ce rtification by auditing bodies of environmental  practices or equivalent documents)  The study may follow up with a “proposal for a t ool for a mutual information mechanism on the  electronic provi,0.533,,,,
2009 - peppol,258,344,The contracting authorities shall recognise equivalent certificates from bodies established in  other Member States.,The VCD will provide the possibility to utilize evidences  used in one Member State and to submit them across borders to any European contracting authority.,0.509,,,,
2009 - peppol,258,356,The contracting authorities shall recognise equivalent certificates from bodies established in  other Member States.,"they  have to be accredited by either an public authority or notary, they have to be electronically  signed, the issuer of the certificate has to be addressable, the integrity and the authenticity of ",0.529,,,,
2009 - peppol,260,261,Requirement  The VCD SHOULD support that economic operators fr om foreign member states may not be treated  harder than own member state’s economic operators.,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,0.502,,,,
2009 - peppol,260,281,Requirement  The VCD SHOULD support that economic operators fr om foreign member states may not be treated  harder than own member state’s economic operators.,Requirement  It MUST be clarified which prospects and limitations exists within a Member State to separate a VCD  package from the tender itself.,0.577,,,,
2009 - peppol,260,344,Requirement  The VCD SHOULD support that economic operators fr om foreign member states may not be treated  harder than own member state’s economic operators.,The VCD will provide the possibility to utilize evidences  used in one Member State and to submit them across borders to any European contracting authority.,0.505,,,,
2009 - peppol,260,349,Requirement  The VCD SHOULD support that economic operators fr om foreign member states may not be treated  harder than own member state’s economic operators.,Thus the VCD system will be primary a tool for the economic operator to arrange a VCD package  instance which is conform according to the require ments stated in particular call for tender which he  c,0.549,,,,
2009 - peppol,260,350,Requirement  The VCD SHOULD support that economic operators fr om foreign member states may not be treated  harder than own member state’s economic operators.,In the long-run the VCD should be able to adequately fulfil the  contracting authorities’ need to proof conformance to certain criteria for qualitative selection and  exclusion while reducing the burd,0.655,,,,
2009 - peppol,260,354,Requirement  The VCD SHOULD support that economic operators fr om foreign member states may not be treated  harder than own member state’s economic operators.,"It  should support economic operators, i.e.",0.506,,,,
2009 - peppol,261,281,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,Requirement  It MUST be clarified which prospects and limitations exists within a Member State to separate a VCD  package from the tender itself.,0.568,,,,
2009 - peppol,261,296,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,Thus  also the VCD should be able to be submitted thro ugh the PEPPOL infrastructure.,0.527,,,,
2009 - peppol,261,297,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,During transportation the int egrity of a VCD has to be ensured when for example  validating it.,0.554,,,,
2009 - peppol,261,300,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,especially to maintain and sustain a pre-VCD mapping tool in long term and  therewith to ensure (re-)liable functions) The dedicated governing model should have the necessary  status and power to gove,0.515,,,,
2009 - peppol,261,314,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,Requirement  The PEPPOL infrastructure MUST have the capability to submit a VCD to a contracting authority or  tendering platform.,0.588,,,,
2009 - peppol,261,315,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,Requirement  The PEPPOL infrastructure SHOULD have the capability to submit a bid which contains a VCD.,0.572,,,,
2009 - peppol,261,333,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,"Based on the informat ion retrieved, the Austrian VCD implementation  will deliver a VCD package containi ng all the evidences that  are necessary to pr ove the selection and  qualification criteria r",0.540,,,,
2009 - peppol,261,349,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,Thus the VCD system will be primary a tool for the economic operator to arrange a VCD package  instance which is conform according to the require ments stated in particular call for tender which he  c,0.565,,,,
2009 - peppol,261,350,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,In the long-run the VCD should be able to adequately fulfil the  contracting authorities’ need to proof conformance to certain criteria for qualitative selection and  exclusion while reducing the burd,0.526,,,,
2009 - peppol,262,267,Requirement  The provision of attestations that are available in  context-specific format s including multi-lingual  versions and their transformation into any target language has to guarantee similar,The  working group has to provide a concept of how each  possible attestation has to be fulfilled (mapping of  evidences defined in the directive with national im plementation).,0.537,,,,
2009 - peppol,262,348,Requirement  The provision of attestations that are available in  context-specific format s including multi-lingual  versions and their transformation into any target language has to guarantee similar,The development of context specif ic data shall ensure the automatic processing of  electronic attestations without r egard to linguistic barriers.,0.522,,,,
2009 - peppol,263,264,The Call  for Tender should contain the definition of specific criteria on qualitative selection and exclusion that  are relevant to this particular procurement.,9: “Provision of criteria su bset by the Economic Operator”  Requirement  The contracting authority SHOULD s pecify a subset of evidences from the superset evidences that are  relevant to a specific C,0.586,,,,
2009 - peppol,263,281,The Call  for Tender should contain the definition of specific criteria on qualitative selection and exclusion that  are relevant to this particular procurement.,Requirement  It MUST be clarified which prospects and limitations exists within a Member State to separate a VCD  package from the tender itself.,0.544,,,,
2009 - peppol,263,316,The Call  for Tender should contain the definition of specific criteria on qualitative selection and exclusion that  are relevant to this particular procurement.,"Specifically,  contracting authorities must provide a way to rece ive electronic tenders and ensure those electronic  tenders are not accessed until the prescribed time for opening them.",0.578,,,,
2009 - peppol,263,350,The Call  for Tender should contain the definition of specific criteria on qualitative selection and exclusion that  are relevant to this particular procurement.,In the long-run the VCD should be able to adequately fulfil the  contracting authorities’ need to proof conformance to certain criteria for qualitative selection and  exclusion while reducing the burd,0.514,,,,
2009 - peppol,264,350,9: “Provision of criteria su bset by the Economic Operator”  Requirement  The contracting authority SHOULD s pecify a subset of evidences from the superset evidences that are  relevant to a specific C,In the long-run the VCD should be able to adequately fulfil the  contracting authorities’ need to proof conformance to certain criteria for qualitative selection and  exclusion while reducing the burd,0.603,,,,
2009 - peppol,265,266,Measurement  Definition of the legal basis   3.3.2.5 Scope of mutual recognition   Description Article 52(5) states “ that contracting authorities shall recogni se equivalent certificates from bodies ,Requirement  The scope of mutual recognition needs to be further clarified with regard to acceptance of foreign  procedures and the role and liab ility of trusted third parties.,0.540,,,,
2009 - peppol,265,271,Measurement  Definition of the legal basis   3.3.2.5 Scope of mutual recognition   Description Article 52(5) states “ that contracting authorities shall recogni se equivalent certificates from bodies ,Requirement  The legal foundation for exchanging validation values  SHOULD be given in the home Member States  in order to support mutual recognition across Member States.,0.539,,,,
2009 - peppol,265,274,Measurement  Definition of the legal basis   3.3.2.5 Scope of mutual recognition   Description Article 52(5) states “ that contracting authorities shall recogni se equivalent certificates from bodies ,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  A suitable way to establish the relevant regulation for the European Service Provider MUST b,0.636,,,,
2009 - peppol,265,277,Measurement  Definition of the legal basis   3.3.2.5 Scope of mutual recognition   Description Article 52(5) states “ that contracting authorities shall recogni se equivalent certificates from bodies ,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  The legal regulation applicable for the National Service Provider MUST be defined.,0.669,,,,
2009 - peppol,265,278,Measurement  Definition of the legal basis   3.3.2.5 Scope of mutual recognition   Description Article 52(5) states “ that contracting authorities shall recogni se equivalent certificates from bodies ,Measurement  Definition of the legal basis for the est ablishment of such a Service Provider   Requirement  A suitable way to establish the relevant regulations for the National Service Provider MUST ,0.654,,,,
2009 - peppol,266,271,Requirement  The scope of mutual recognition needs to be further clarified with regard to acceptance of foreign  procedures and the role and liab ility of trusted third parties.,Requirement  The legal foundation for exchanging validation values  SHOULD be given in the home Member States  in order to support mutual recognition across Member States.,0.542,,,,
2009 - peppol,266,275,Requirement  The scope of mutual recognition needs to be further clarified with regard to acceptance of foreign  procedures and the role and liab ility of trusted third parties.,Several formal legal requirements  have to be answered previously in order to defi ne the scope of such a National Service Provider  Requirement  The legal status and legitimacy of the Na tional Servi,0.508,,,,
2009 - peppol,266,346,Requirement  The scope of mutual recognition needs to be further clarified with regard to acceptance of foreign  procedures and the role and liab ility of trusted third parties.,Structural data of evidence will provide  guidance for foreign contracting authorities to understand the evidences contained within a VCD and  they can trust that general informat ion since it is prov,0.512,,,,
2009 - peppol,267,270,The  working group has to provide a concept of how each  possible attestation has to be fulfilled (mapping of  evidences defined in the directive with national im plementation).,certified “Yes/No” statements) instead of  delivering an attestation physically (stage 4 specific ) it MUST ensure that th is provision is legally  allowed.,0.548,,,,
2009 - peppol,268,301,Thereby t he evidences provided by  economic operator should be considered of equal va lue as evidences provided by a traditional issuing  body if equivalence is missing  Requirement  It has to be def,An officer has to verify whether the data that is necessary to apply for an account belongs to the economic operator  and has to assure its correctness.,0.533,,,,
2009 - peppol,268,350,Thereby t he evidences provided by  economic operator should be considered of equal va lue as evidences provided by a traditional issuing  body if equivalence is missing  Requirement  It has to be def,In the long-run the VCD should be able to adequately fulfil the  contracting authorities’ need to proof conformance to certain criteria for qualitative selection and  exclusion while reducing the burd,0.527,,,,
2009 - peppol,269,275,ANNEX III: Questionnaire concerni ng the legal analysis)  Requirement  It has to be guaranteed whether the directive is co rrectly implemented in national procurement law  with regard to VCD re levant,Several formal legal requirements  have to be answered previously in order to defi ne the scope of such a National Service Provider  Requirement  The legal status and legitimacy of the Na tional Servi,0.500,,,,
2009 - peppol,269,350,ANNEX III: Questionnaire concerni ng the legal analysis)  Requirement  It has to be guaranteed whether the directive is co rrectly implemented in national procurement law  with regard to VCD re levant,In the long-run the VCD should be able to adequately fulfil the  contracting authorities’ need to proof conformance to certain criteria for qualitative selection and  exclusion while reducing the burd,0.527,,,,
2009 - peppol,272,273,Measurement  Formal establishment of the European Service Provider   Requirements  The responsibility of the European Service Provid er MUST be defined (e.g.,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirements  The legal regulation applicable for the European Service Provider MUST be defined.",0.601,,,,
2009 - peppol,272,274,Measurement  Formal establishment of the European Service Provider   Requirements  The responsibility of the European Service Provid er MUST be defined (e.g.,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  A suitable way to establish the relevant regulation for the European Service Provider MUST b,0.753,,,,
2009 - peppol,272,275,Measurement  Formal establishment of the European Service Provider   Requirements  The responsibility of the European Service Provid er MUST be defined (e.g.,Several formal legal requirements  have to be answered previously in order to defi ne the scope of such a National Service Provider  Requirement  The legal status and legitimacy of the Na tional Servi,0.522,,,,
